width,height,megapixels,aspect_ratio,brightness,contrast,sharpness,colorfulness,subject_ratio,edge_density,quality_score,label
3464,3464,12.0,1.0,92.26,73.816,208.32,29.161,0.443,0.0791,68.98,보정 권장
1055,1263,1.3323,0.8349,168.258,48.6,349.868,47.209,0.4367,0.1203,58.79,보정 권장
1520,1404,2.1339,1.0823,111.95,3.0,40.279,22.434,0.4148,0.0438,42.05,보정 권장
780,799,0.6233,0.976,117.901,38.871,405.287,26.617,0.2984,0.1512,49.78,재촬영 권장
3959,2346,9.2871,1.6876,109.912,56.771,2000.0,44.823,0.5279,0.5,92.77,제작 적합
2849,1923,5.4778,1.4819,48.327,40.734,223.867,28.712,0.3929,0.0792,54.12,보정 권장
1696,1540,2.6127,1.1013,79.721,57.87,224.584,14.476,0.6487,0.0948,55.84,보정 권장
701,849,0.5951,0.8263,163.444,29.7,488.191,65.723,0.4175,0.1322,54.81,보정 권장
1353,1787,2.4175,0.7572,40.602,21.492,1099.115,14.9,0.2764,0.2681,56.19,보정 권장
991,736,0.729,1.3469,94.347,43.714,601.203,29.094,0.1462,0.1802,54.79,보정 권장
2822,2643,7.4578,1.0679,109.011,45.568,35.924,34.854,0.419,0.0249,58.5,보정 권장
2161,1917,4.143,1.1275,194.745,38.729,415.1,33.747,0.2215,0.0996,63.17,보정 권장
1187,1836,2.1794,0.6465,155.744,67.091,2000.0,27.344,0.207,0.5,76.56,제작 적합
531,421,0.2232,1.2609,102.713,29.696,437.754,27.413,0.5449,0.1581,47.64,보정 권장
962,858,0.8254,1.1203,177.181,50.637,88.44,26.711,0.13,0.0095,28.48,재촬영 권장
1677,2214,3.7141,0.7576,95.379,46.223,322.179,14.377,0.7042,0.121,62.86,보정 권장
2301,2589,5.958,0.8888,165.364,16.979,78.952,60.103,0.4787,0.0,55.07,보정 권장
2408,2254,5.4271,1.0682,70.645,21.257,758.228,26.92,0.4421,0.2016,73.11,보정 권장
695,686,0.4773,1.0132,167.93,45.214,105.759,38.357,0.2637,0.0833,32.1,재촬영 권장
1562,1680,2.6236,0.9296,108.755,80.662,267.276,25.315,0.5876,0.0803,69.68,보정 권장
2205,2263,4.9884,0.9745,83.86,55.427,115.522,25.033,0.4495,0.0507,58.62,보정 권장
650,692,0.4496,0.9389,116.314,13.939,152.881,23.624,0.3265,0.0735,30.56,재촬영 권장
1436,1383,1.9858,1.0389,136.094,3.0,952.411,8.302,0.486,0.2238,69.32,제작 적합
1923,1331,2.559,1.4447,105.21,58.195,274.396,27.751,0.1471,0.09,60.18,보정 권장
896,1702,1.5257,0.5264,147.158,43.268,151.136,24.302,0.1556,0.0591,41.48,재촬영 권장
597,633,0.3776,0.9425,101.68,65.543,89.189,46.401,0.2484,0.0795,37.89,재촬영 권장
1249,1195,1.4919,1.0451,149.815,29.147,46.383,13.246,0.5129,0.0069,37.75,재촬영 권장
1267,1176,1.4897,1.0768,142.689,51.304,81.07,21.92,0.4494,0.0326,46.79,재촬영 권장
1263,1386,1.7505,0.9112,122.563,60.231,276.504,17.422,0.6388,0.0706,59.08,보정 권장
881,1367,1.2044,0.6446,107.345,36.946,604.059,50.195,0.2844,0.1503,66.49,보정 권장
1207,1112,1.3424,1.0855,131.062,37.33,150.98,17.828,0.5534,0.0803,46.62,보정 권장
1724,1119,1.9298,1.5401,147.01,45.455,1027.568,37.872,0.4295,0.2774,78.13,제작 적합
1425,2091,2.9783,0.6815,207.472,54.768,131.067,43.582,0.2803,0.0417,53.78,보정 권장
1374,1107,1.5207,1.241,162.577,44.742,201.795,27.954,0.5194,0.0601,50.39,보정 권장
1129,1225,1.3833,0.9212,164.04,62.532,94.617,10.725,0.4381,0.0324,42.94,보정 권장
1463,1486,2.1733,0.9848,248.54,36.685,609.809,10.902,0.3368,0.163,58.06,보정 권장
522,680,0.355,0.7686,145.638,21.089,1651.139,42.037,0.4576,0.4075,59.51,보정 권장
1681,1828,3.0725,0.9198,144.386,80.586,51.204,12.352,0.4267,0.0276,60.85,보정 권장
1663,1202,1.999,1.384,153.161,34.117,183.079,35.488,0.4223,0.0586,53.11,보정 권장
1548,1339,2.0727,1.1568,84.641,34.768,780.366,31.601,0.3757,0.1999,69.52,보정 권장
2706,1755,4.7484,1.542,107.244,43.816,67.98,35.28,0.2151,0.0401,53.9,보정 권장
680,507,0.3449,1.3423,104.753,46.209,416.329,36.602,0.4635,0.1289,53.46,보정 권장
615,551,0.3385,1.116,150.905,38.04,750.535,16.929,0.3055,0.1965,53.46,보정 권장
1989,1286,2.5589,1.5465,118.033,44.686,268.236,16.343,0.2663,0.0842,59.15,보정 권장
1489,1334,1.9872,1.116,130.529,44.284,410.222,40.009,0.4067,0.1657,71.38,보정 권장
1693,1377,2.331,1.23,168.498,48.147,1219.594,21.189,0.5821,0.3673,75.03,제작 적합
1107,1192,1.3195,0.9285,159.526,3.0,1443.816,2.0,0.4834,0.3599,59.12,보정 권장
1923,1891,3.6367,1.0168,118.531,78.856,236.439,39.083,0.3544,0.0608,74.81,제작 적합
1972,2348,4.6298,0.84,98.2,42.349,154.829,15.492,0.3472,0.0375,55.35,보정 권장
1990,1554,3.0917,1.2807,170.411,55.451,109.233,36.54,0.5644,0.0684,61.41,보정 권장
1085,1457,1.5815,0.7448,155.956,20.194,602.284,49.5,0.02,0.1626,59.07,보정 권장
604,497,0.3001,1.216,60.75,36.522,72.738,30.235,0.5935,0.043,23.15,재촬영 권장
1952,2047,3.9967,0.9535,112.474,32.898,199.167,43.941,0.1127,0.1097,58.24,보정 권장
2837,2117,6.0057,1.3402,131.621,71.455,274.207,32.153,0.1952,0.0883,73.05,제작 적합
2076,1721,3.5724,1.2065,156.153,34.455,158.977,52.224,0.3574,0.0739,61.24,보정 권장
1195,758,0.9062,1.5764,161.404,58.645,321.597,15.131,0.8406,0.1108,43.85,보정 권장
2098,1748,3.6677,1.2004,136.356,33.292,2000.0,29.885,0.7519,0.5,80.82,제작 적합
1711,2535,4.3389,0.675,148.41,36.853,224.084,39.424,0.5772,0.0972,66.78,보정 권장
2828,2876,8.1342,0.9834,127.565,40.58,168.949,27.334,0.5142,0.0452,66.43,제작 적합
824,1104,0.9091,0.746,98.046,68.109,623.444,46.131,0.1148,0.2027,65.62,보정 권장
1197,1363,1.6312,0.8785,114.549,10.983,310.159,23.951,0.4782,0.0858,52.92,보정 권장
2391,1639,3.9184,1.4591,125.76,21.318,913.116,58.971,0.3511,0.2387,84.04,제작 적합
1572,1340,2.1061,1.1728,123.613,9.949,289.942,59.711,0.303,0.0707,58.15,보정 권장
784,933,0.7317,0.8397,49.577,25.425,199.913,33.949,0.4779,0.0515,31.61,재촬영 권장
1501,1935,2.9046,0.7761,109.101,30.391,50.205,37.736,0.3652,0.024,53.33,보정 권장
1842,1827,3.3667,1.0082,127.248,15.939,58.189,46.683,0.6065,0.0,57.4,보정 권장
1264,1713,2.1648,0.7378,113.745,31.785,47.91,13.379,0.1015,0.0273,35.98,재촬영 권장
1435,1698,2.437,0.8455,115.127,8.735,351.731,11.632,0.4635,0.0978,59.58,보정 권장
1309,1211,1.5846,1.0811,144.52,26.676,73.364,47.59,0.2918,0.0541,42.27,재촬영 권장
3178,2381,7.5655,1.3349,81.842,66.608,773.929,33.836,0.3763,0.2219,85.78,제작 적합
1018,874,0.8892,1.1644,59.878,52.265,256.899,26.829,0.5048,0.0701,43.0,보정 권장
815,1446,1.1789,0.5639,111.073,48.374,200.676,30.156,0.2489,0.061,45.23,재촬영 권장
1476,1368,2.0199,1.0791,155.565,26.95,116.979,2.0,0.4796,0.0446,43.25,재촬영 권장
2119,2082,4.4115,1.0182,192.502,17.35,437.683,27.332,0.4118,0.1591,63.38,보정 권장
759,685,0.5197,1.109,156.285,24.495,121.196,19.457,0.3311,0.0339,27.78,재촬영 권장
960,641,0.615,1.4979,66.269,44.222,102.989,42.853,0.3653,0.0314,32.11,재촬영 권장
437,732,0.3196,0.597,115.705,60.627,728.491,43.93,0.4222,0.1796,68.45,제작 적합
1333,1545,2.0597,0.8626,135.265,61.243,343.993,38.074,0.3118,0.0764,69.27,제작 적합
921,794,0.731,1.1592,132.104,56.351,202.355,35.536,0.4513,0.0767,51.91,보정 권장
976,1450,1.4149,0.6734,146.572,31.724,445.301,9.037,0.3999,0.1354,55.32,보정 권장
2290,1584,3.6269,1.4463,88.318,45.442,252.018,38.269,0.34,0.1087,64.15,보정 권장
1110,1012,1.1227,1.0965,127.598,39.216,352.896,38.812,0.7362,0.1291,55.24,보정 권장
1745,1412,2.4628,1.2357,141.813,41.379,119.857,47.433,0.5247,0.0979,61.15,보정 권장
1151,1327,1.5277,0.867,158.027,81.668,1611.337,59.655,0.3811,0.4214,78.84,제작 적합
2119,1729,3.6621,1.2256,92.771,13.284,148.384,6.304,0.4763,0.0519,50.24,보정 권장
2002,1532,3.0672,1.3062,111.194,40.776,1014.22,24.561,0.2652,0.2476,79.8,제작 적합
1066,1006,1.0729,1.0599,16.847,66.811,210.92,19.608,0.3714,0.0867,38.01,재촬영 권장
1350,1273,1.7183,1.0604,100.142,18.614,516.899,32.415,0.3924,0.1516,61.62,보정 권장
2340,2187,5.1167,1.0699,104.023,33.413,484.086,30.188,0.2256,0.154,71.2,제작 적합
1515,1880,2.8496,0.8059,84.217,35.477,701.785,26.723,0.5197,0.1727,78.27,제작 적합
740,768,0.5689,0.9638,131.624,40.981,117.319,44.386,0.359,0.0564,42.16,재촬영 권장
1864,1936,3.6082,0.9626,122.762,16.273,658.216,14.58,0.386,0.1887,77.48,제작 적합
911,827,0.7535,1.1006,34.631,55.715,1317.191,15.424,0.3476,0.3521,50.72,보정 권장
3026,2357,7.1307,1.284,133.62,56.993,198.073,15.661,0.98,0.0559,57.95,재촬영 권장
1964,2559,5.0271,0.7675,87.867,54.151,257.932,24.955,0.3307,0.1083,63.36,보정 권장
1586,1637,2.5962,0.9692,144.428,29.333,156.078,12.8,0.0776,0.1,44.4,보정 권장
1827,1261,2.304,1.4483,73.726,46.557,183.033,29.32,0.162,0.0436,45.82,보정 권장
1173,1413,1.657,0.8304,126.2,28.81,1166.475,27.683,0.5867,0.326,71.22,보정 권장
1732,2127,3.6833,0.8142,113.673,39.013,101.256,18.989,0.6906,0.0,54.25,보정 권장
1228,1167,1.4325,1.0519,137.124,83.762,107.078,42.233,0.3273,0.0601,54.46,보정 권장
1747,1415,2.4723,1.235,129.988,46.723,1065.577,29.167,0.6802,0.249,81.78,제작 적합
2097,2091,4.3837,1.0029,114.793,23.625,438.585,44.877,0.5835,0.1191,76.09,보정 권장
1297,930,1.2063,1.3941,63.549,48.246,1685.461,27.269,0.4159,0.4151,61.24,보정 권장
1193,963,1.1486,1.2389,65.912,20.668,166.678,29.661,0.4031,0.0574,32.63,재촬영 권장
918,744,0.6826,1.2342,101.645,23.418,280.091,22.121,0.4826,0.1068,40.99,재촬영 권장
939,817,0.7673,1.1486,124.669,26.26,137.945,29.901,0.6079,0.0173,38.56,재촬영 권장
831,464,0.3858,1.7895,100.67,37.002,284.414,39.971,0.5215,0.0839,45.32,보정 권장
1914,2015,3.8574,0.95,150.008,61.865,50.642,24.241,0.3282,0.0224,58.13,보정 권장
2485,4100,10.1876,0.606,113.831,55.411,463.089,37.258,0.4186,0.1674,83.21,제작 적합
3282,2198,7.2134,1.4934,86.399,54.414,334.484,18.622,0.8066,0.1123,62.41,보정 권장
643,720,0.4629,0.8919,113.876,25.219,237.38,40.627,0.4952,0.0558,43.55,재촬영 권장
1986,1933,3.8402,1.0273,134.034,35.256,175.938,21.881,0.6065,0.0546,61.85,보정 권장
3159,2277,7.1925,1.3873,137.995,49.896,111.741,41.924,0.5472,0.0791,67.19,보정 권장
942,1407,1.3258,0.6699,200.135,33.69,481.258,30.854,0.4992,0.1546,54.97,보정 권장
1266,1731,2.1912,0.7313,98.244,39.989,87.137,51.293,0.4696,0.0234,53.18,보정 권장
469,700,0.3283,0.6701,122.061,52.944,396.298,13.843,0.6115,0.1137,50.06,보정 권장
1444,1761,2.5427,0.8199,142.045,38.722,1617.225,9.334,0.5794,0.4196,76.63,제작 적합
926,829,0.7679,1.1162,124.063,49.069,951.872,21.373,0.4975,0.2472,68.15,제작 적합
1652,1449,2.3936,1.14,104.975,73.669,64.512,10.615,0.3251,0.0019,51.32,보정 권장
725,677,0.4907,1.0715,63.03,41.907,154.223,10.642,0.5194,0.045,28.27,재촬영 권장
1513,2154,3.26,0.7024,104.567,66.228,365.317,38.702,0.4379,0.1391,80.06,제작 적합
1680,2993,5.0289,0.5613,82.052,55.069,234.676,29.941,0.3945,0.071,64.04,보정 권장
1001,987,0.9884,1.0137,55.936,18.59,70.951,23.284,0.9322,0.0357,15.03,재촬영 권장
799,899,0.7189,0.8887,93.173,25.162,353.628,24.583,0.173,0.1112,37.17,재촬영 권장
568,506,0.2873,1.1217,83.116,29.995,247.756,21.639,0.6225,0.1263,31.66,재촬영 권장
1369,1149,1.5736,1.1918,148.351,29.613,1400.177,53.105,0.2947,0.3702,69.11,보정 권장
1108,1070,1.185,1.0352,149.044,43.375,199.05,19.703,0.4736,0.0916,47.12,재촬영 권장
774,640,0.4952,1.2093,88.845,56.064,715.273,11.49,0.9123,0.1869,49.46,재촬영 권장
1784,1685,3.0068,1.059,114.591,67.593,79.924,41.145,0.2768,0.0348,64.19,보정 권장
1234,1081,1.334,1.1417,50.67,50.547,99.112,26.979,0.3197,0.045,32.96,재촬영 권장
798,952,0.7596,0.8385,105.226,36.978,478.644,58.543,0.4468,0.1242,59.75,보정 권장
1077,1127,1.2141,0.9561,140.959,7.52,663.029,22.633,0.2975,0.1817,59.94,보정 권장
2347,2235,5.2452,1.0504,157.998,46.271,105.616,41.844,0.6091,0.0642,61.17,보정 권장
2055,1674,3.4411,1.2277,96.478,45.464,255.477,45.151,0.3538,0.0679,67.48,보정 권장
1270,1401,1.7791,0.9063,167.074,48.293,72.099,22.701,0.5677,0.038,43.99,보정 권장
1994,1751,3.4915,1.1392,64.372,82.912,212.377,19.599,0.2107,0.0873,56.89,보정 권장
811,867,0.7035,0.9357,75.095,67.331,530.963,40.379,0.1248,0.1363,55.43,보정 권장
1414,1456,2.0591,0.971,153.386,59.131,169.017,38.048,0.4088,0.0842,59.15,보정 권장
1676,1362,2.2836,1.2304,191.845,27.683,199.803,10.251,0.1677,0.0714,37.04,재촬영 권장
892,1469,1.3104,0.6076,144.737,35.766,90.436,14.202,0.7233,0.0393,35.72,재촬영 권장
1463,2023,2.9596,0.7232,123.386,43.293,139.482,2.0,0.1746,0.0147,52.86,보정 권장
827,1198,0.9908,0.6904,37.193,31.043,1216.534,38.335,0.2632,0.3167,49.92,보정 권장
1329,2381,3.1645,0.558,44.102,54.008,266.959,26.334,0.5245,0.0942,60.27,보정 권장
1666,1973,3.2865,0.844,130.176,51.424,101.432,27.73,0.3445,0.0803,62.66,보정 권장
418,347,0.1448,1.2061,110.677,25.41,188.324,6.32,0.1767,0.0784,24.36,재촬영 권장
2332,2504,5.8382,0.9313,80.767,66.543,59.369,14.627,0.8172,0.0574,49.26,재촬영 권장
368,350,0.1288,1.0507,127.621,46.842,100.355,23.309,0.2697,0.0209,33.39,재촬영 권장
1228,935,1.1488,1.313,129.605,13.877,850.451,20.587,0.4147,0.2301,63.47,보정 권장
2648,1900,5.0327,1.3936,162.777,44.076,219.912,31.65,0.4123,0.0994,63.97,제작 적합
1215,1237,1.5032,0.9829,130.464,50.062,1370.757,38.169,0.5779,0.3449,77.93,제작 적합
866,617,0.5345,1.4027,174.136,62.51,229.441,61.775,0.5332,0.0967,48.36,보정 권장
875,855,0.7474,1.0233,125.32,38.925,242.034,29.72,0.3012,0.0952,44.61,재촬영 권장
2022,2493,5.0398,0.8111,120.387,59.903,445.085,45.616,0.3914,0.1368,85.48,제작 적합
553,642,0.3548,0.8619,167.572,48.369,22.559,18.38,0.4092,0.0191,28.12,재촬영 권장
1953,2828,5.5248,0.6906,85.862,21.329,300.638,6.551,0.5848,0.0754,55.69,보정 권장
1235,1542,1.9032,0.8009,237.578,19.527,239.217,25.068,0.2397,0.1153,33.92,재촬영 권장
791,865,0.6839,0.9144,140.01,65.206,952.315,7.632,0.8133,0.2707,60.22,보정 권장
1203,984,1.1833,1.2225,140.233,66.528,595.661,30.205,0.3133,0.1757,72.74,보정 권장
1110,722,0.8006,1.5376,146.004,50.812,90.12,19.074,0.4484,0.0343,39.56,재촬영 권장
1757,2482,4.3612,0.7078,200.085,71.923,764.625,2.64,0.2412,0.2119,74.11,제작 적합
2065,1872,3.8664,1.1032,156.7,64.019,197.429,54.304,0.2163,0.0727,66.81,보정 권장
573,743,0.4257,0.7709,60.798,57.305,110.77,22.474,0.2926,0.0557,26.83,재촬영 권장
1251,1111,1.3908,1.126,181.139,28.596,298.525,7.073,0.2753,0.1093,37.9,재촬영 권장
943,975,0.9197,0.9678,111.364,76.166,208.298,42.574,0.3754,0.0564,54.18,보정 권장
2013,3182,6.4065,0.6327,129.286,54.653,998.326,19.799,0.2738,0.2402,85.32,제작 적합
865,686,0.5934,1.2612,73.83,38.055,339.686,45.262,0.5752,0.1066,45.63,보정 권장
2699,3140,8.4736,0.8596,146.048,32.971,300.833,19.732,0.3091,0.0603,63.16,보정 권장
1303,1489,1.941,0.875,98.945,49.622,562.304,22.427,0.2891,0.1541,68.27,보정 권장
733,958,0.7029,0.7653,129.007,14.921,668.506,34.828,0.3793,0.1769,61.47,보정 권장
961,1132,1.0872,0.8491,113.636,57.594,506.085,38.305,0.6287,0.1564,67.27,보정 권장
1040,935,0.9721,1.1129,202.001,27.836,896.93,40.759,0.4887,0.2839,57.92,보정 권장
778,816,0.6351,0.9538,204.29,51.671,432.367,28.744,0.4321,0.0892,47.64,재촬영 권장
1538,1416,2.1782,1.0856,126.861,35.611,290.716,37.401,0.1921,0.1382,58.84,보정 권장
852,778,0.6623,1.0947,127.559,40.24,762.586,40.439,0.2443,0.206,63.68,제작 적합
625,449,0.2811,1.3912,110.062,31.376,230.363,32.808,0.2199,0.0845,34.23,재촬영 권장
1142,1244,1.4211,0.9179,169.24,42.098,257.594,28.003,0.6852,0.0561,46.59,재촬영 권장
522,756,0.3948,0.6913,111.843,79.009,1177.184,9.766,0.5455,0.3342,64.14,보정 권장
1152,882,1.0163,1.3058,108.147,69.931,1076.201,38.388,0.2949,0.2899,71.62,보정 권장
901,979,0.8825,0.9205,164.144,51.381,248.167,30.59,0.3484,0.0808,45.57,보정 권장
1098,831,0.9131,1.3213,103.468,44.545,166.212,24.209,0.3014,0.0228,38.8,재촬영 권장
3634,3302,12.0,1.1006,123.49,60.196,932.918,47.889,0.2905,0.2547,91.53,제작 적합
1427,1475,2.1042,0.9677,61.748,65.339,513.802,10.01,0.5329,0.1654,66.47,보정 권장
1650,1512,2.4942,1.0911,153.168,30.063,332.116,53.017,0.3982,0.0983,65.79,보정 권장
811,498,0.4043,1.6287,202.635,43.606,187.125,29.688,0.8246,0.0903,25.41,재촬영 권장
1366,813,1.1102,1.6808,153.849,12.205,336.968,34.445,0.6751,0.1269,46.65,보정 권장
1572,1545,2.4276,1.0175,183.472,65.216,245.163,24.469,0.6857,0.0685,57.68,보정 권장
910,874,0.7954,1.0409,91.156,82.17,137.491,6.661,0.5708,0.0863,39.87,재촬영 권장
2434,1860,4.5286,1.3087,134.453,46.441,280.788,28.045,0.3739,0.0911,70.66,보정 권장
741,915,0.6775,0.8094,87.274,6.75,317.457,34.686,0.5576,0.1004,41.38,보정 권장
1296,1193,1.5456,1.0868,115.889,55.96,178.325,39.467,0.3872,0.0666,55.44,보정 권장
1083,1090,1.1802,0.9936,155.888,28.726,563.915,27.228,0.7434,0.1624,57.41,보정 권장
1584,1464,2.3188,1.0816,129.073,33.06,797.443,2.0,0.5228,0.1668,76.13,제작 적합
955,1176,1.1238,0.8119,68.494,56.278,598.465,8.417,0.4972,0.1659,61.03,보정 권장
1026,1527,1.5673,0.6721,72.399,49.582,194.968,58.728,0.4729,0.0415,50.96,보정 권장
981,1648,1.6171,0.5956,69.753,36.214,493.588,14.704,0.7632,0.1759,50.76,보정 권장
884,1169,1.0327,0.7563,144.658,33.307,268.171,49.979,0.1919,0.1188,46.25,보정 권장
1661,1863,3.0948,0.8917,207.556,47.265,82.211,16.923,0.7809,0.0576,42.45,재촬영 권장
1518,1633,2.4786,0.9293,179.498,37.63,458.022,27.446,0.4165,0.1297,66.13,보정 권장
1731,1067,1.8467,1.6231,49.161,25.034,285.14,38.753,0.1969,0.0711,40.4,재촬영 권장
1338,1015,1.3576,1.3185,181.843,39.014,2000.0,18.517,0.3146,0.5,58.54,보정 권장
1795,2283,4.0961,0.7862,162.456,51.113,927.975,52.291,0.1529,0.2908,81.73,제작 적합
1328,1218,1.6175,1.0908,63.188,41.794,474.137,31.06,0.5677,0.1247,58.25,보정 권장
1171,1296,1.5176,0.9032,112.872,19.557,312.847,36.452,0.2631,0.0511,49.27,보정 권장
1431,1536,2.1976,0.9314,168.821,62.803,289.69,26.254,0.4804,0.113,64.05,보정 권장
3106,2965,9.208,1.0474,147.017,3.0,101.305,39.222,0.6542,0.0753,54.83,보정 권장
836,716,0.5986,1.1674,72.636,36.965,52.267,52.103,0.329,0.0663,28.29,재촬영 권장
1917,2086,3.9989,0.9187,149.43,33.836,113.995,28.162,0.4017,0.0693,57.34,보정 권장
689,528,0.364,1.3047,39.5,47.667,239.491,54.216,0.2154,0.1039,30.05,재촬영 권장
1352,1799,2.4319,0.7516,116.087,55.11,37.58,21.438,0.3801,0.0305,52.88,보정 권장
2875,2871,8.2542,1.0016,170.518,65.282,153.174,40.697,0.9133,0.0168,58.52,보정 권장
2438,1273,3.1048,1.9144,125.736,32.177,200.058,36.848,0.59,0.0706,65.93,보정 권장
1570,1485,2.332,1.0574,105.042,55.558,205.938,15.04,0.4023,0.0839,57.31,보정 권장
1315,919,1.2077,1.4309,160.574,48.525,137.815,32.993,0.3399,0.0517,43.19,재촬영 권장
1451,1418,2.0567,1.0231,163.99,14.192,183.846,30.103,0.4423,0.0623,47.81,보정 권장
1358,1174,1.5941,1.1563,177.402,79.21,1179.641,18.055,0.4734,0.2956,72.62,제작 적합
986,1000,0.9859,0.9859,159.974,19.102,453.68,35.012,0.3746,0.1134,51.74,재촬영 권장
1215,1268,1.5407,0.9583,168.255,52.551,150.986,32.048,0.5454,0.0945,49.18,보정 권장
1403,1705,2.3909,0.8229,154.316,52.019,235.085,28.984,0.2784,0.1163,58.63,보정 권장
1057,949,1.0027,1.1136,135.621,49.961,243.71,29.04,0.2775,0.0809,48.83,재촬영 권장
885,1094,0.968,0.8082,128.58,36.098,125.249,28.74,0.5166,0.0569,44.73,재촬영 권장
833,706,0.588,1.181,115.51,59.891,125.116,24.852,0.2396,0.0317,38.04,재촬영 권장
1931,1472,2.8428,1.3117,76.505,16.913,620.753,31.958,0.5812,0.188,72.86,제작 적합
1892,1727,3.2672,1.096,86.788,43.815,171.341,20.985,0.4474,0.098,58.24,보정 권장
1514,1627,2.4636,0.9309,113.719,34.85,93.339,67.195,0.121,0.0128,48.99,보정 권장
2311,2063,4.7674,1.1202,134.658,32.809,240.479,10.269,0.4697,0.0894,63.76,보정 권장
1416,1529,2.1646,0.9257,182.633,52.717,278.014,21.814,0.1467,0.1003,49.46,보정 권장
1896,1501,2.8461,1.2635,123.328,64.395,42.352,22.92,0.5748,0.0411,61.55,보정 권장
1290,2039,2.629,0.6326,165.139,38.821,240.998,58.567,0.4052,0.1131,62.67,보정 권장
1301,1415,1.8418,0.9195,168.173,59.052,546.013,11.518,0.7832,0.1972,63.5,보정 권장
868,1428,1.2404,0.6079,115.742,45.895,375.241,35.963,0.6428,0.1091,58.72,보정 권장
2874,4176,12.0,0.6881,148.788,28.931,1859.897,33.478,0.2591,0.4984,78.74,제작 적합
1368,973,1.3316,1.4063,115.259,40.357,770.824,34.67,0.0863,0.2144,62.82,보정 권장
1172,937,1.0984,1.2508,177.885,39.609,921.038,47.309,0.3141,0.2376,62.66,보정 권장
1571,1881,2.9558,0.8354,150.434,32.46,2000.0,47.022,0.2302,0.5,80.7,제작 적합
1313,1911,2.5088,0.6869,77.381,52.713,494.626,23.687,0.7786,0.1571,65.87,보정 권장
531,1063,0.5649,0.5,131.461,49.224,289.52,32.716,0.4481,0.0967,52.52,보정 권장
2190,2509,5.4935,0.873,190.924,16.368,600.539,3.903,0.618,0.1525,67.01,보정 권장
1834,1002,1.8374,1.8314,117.751,15.273,151.131,31.387,0.3987,0.0485,46.97,재촬영 권장
906,812,0.7359,1.1149,142.909,52.644,275.442,18.884,0.4177,0.0797,48.57,재촬영 권장
2251,2590,5.8302,0.8695,146.835,30.325,139.562,27.391,0.4441,0.038,59.08,보정 권장
1986,1768,3.5122,1.1233,83.535,50.437,357.683,6.405,0.6492,0.1157,63.64,보정 권장
659,973,0.6409,0.6769,145.428,59.057,139.037,35.668,0.5061,0.0631,47.33,보정 권장
3032,3266,9.9008,0.9284,69.247,22.123,134.724,6.248,0.2597,0.0733,40.93,재촬영 권장
1926,1879,3.6185,1.0252,99.975,19.592,362.704,32.076,0.7421,0.0935,62.31,보정 권장
1393,1423,1.9817,0.9787,168.029,75.14,220.858,12.829,0.3973,0.0637,55.51,보정 권장
3193,2620,8.3674,1.2186,139.27,51.328,44.11,18.105,0.368,0.0621,56.99,보정 권장
1586,1455,2.3083,1.09,112.821,37.454,67.455,46.166,0.02,0.0336,44.29,보정 권장
1518,1285,1.9501,1.1819,142.858,28.189,89.025,38.231,0.5642,0.0429,49.08,보정 권장
964,1145,1.1039,0.8419,122.596,35.812,112.932,46.089,0.4682,0.0447,47.45,보정 권장
2056,1642,3.3764,1.2516,125.503,23.57,363.014,51.836,0.468,0.1334,75.27,제작 적합
2148,1430,3.0713,1.5027,151.273,60.901,304.45,19.18,0.3775,0.1195,70.7,제작 적합
1261,1607,2.0266,0.7846,95.905,31.018,652.109,50.986,0.3465,0.2053,72.26,보정 권장
887,1107,0.9823,0.801,126.613,64.684,492.248,9.483,0.3835,0.1436,63.52,제작 적합
1772,1269,2.2481,1.3965,112.509,37.789,656.008,40.445,0.5334,0.1666,80.61,제작 적합
1338,1404,1.8782,0.9533,61.576,26.22,432.256,23.093,0.565,0.1666,52.87,보정 권장
925,651,0.6023,1.4204,88.182,37.327,301.923,16.976,0.4084,0.1126,39.56,재촬영 권장
690,771,0.5318,0.8953,187.728,3.0,672.416,38.603,0.6208,0.179,51.24,보정 권장
2188,1520,3.326,1.4387,140.389,42.826,571.882,43.229,0.4358,0.1914,88.39,제작 적합
446,431,0.1923,1.0334,72.056,41.938,350.705,42.814,0.3592,0.097,42.06,재촬영 권장
1602,1502,2.4061,1.0667,63.386,59.845,784.797,33.008,0.4857,0.2444,78.03,제작 적합
1387,938,1.3007,1.4787,120.513,11.047,30.273,31.847,0.2053,0.0571,32.77,재촬영 권장
2435,2666,6.492,0.9135,187.447,65.914,192.49,37.376,0.4919,0.0497,66.86,제작 적합
1007,1274,1.2828,0.7903,117.53,59.771,189.853,34.253,0.1724,0.0791,48.5,보정 권장
1799,2013,3.6208,0.8939,177.28,67.537,705.478,37.579,0.265,0.212,84.28,제작 적합
1252,1118,1.3992,1.1197,139.077,44.051,1028.356,32.856,0.0866,0.3294,64.89,보정 권장
1224,1810,2.2156,0.6761,143.85,63.25,67.782,41.799,0.4185,0.0221,59.07,보정 권장
2134,1819,3.8818,1.1728,71.571,18.518,890.258,7.219,0.7397,0.2712,64.51,보정 권장
1074,1228,1.319,0.874,162.501,57.835,87.109,28.162,0.4289,0.0421,44.64,재촬영 권장
2556,1919,4.904,1.3324,111.603,31.119,89.512,10.626,0.5658,0.0176,52.6,보정 권장
670,1220,0.8178,0.5496,159.524,15.275,202.472,33.874,0.8734,0.0682,31.27,재촬영 권장
