width,height,megapixels,aspect_ratio,brightness,contrast,sharpness,colorfulness,subject_ratio,edge_density,quality_score,label
833,955,0.7957,0.8718,125.936,44.543,240.27,33.285,0.02,0.0684,40.44,재촬영 권장
679,641,0.4354,1.0602,125.908,42.059,76.255,68.83,0.5322,0.0324,41.43,재촬영 권장
766,767,0.5874,0.9989,127.605,57.392,187.568,51.426,0.5828,0.0836,51.25,보정 권장
1524,2143,3.2661,0.7114,92.802,41.255,238.752,67.069,0.5026,0.0942,68.45,보정 권장
1223,1203,1.4714,1.0169,162.281,62.822,117.403,35.391,0.5093,0.0813,51.87,보정 권장
719,1005,0.7224,0.7148,97.316,14.249,841.829,35.829,0.389,0.2156,56.82,보정 권장
1033,1205,1.2447,0.8572,166.396,65.787,371.99,44.774,0.4798,0.0731,64.53,제작 적합
2756,2966,8.1731,0.9291,48.247,41.414,547.496,32.688,0.6631,0.1438,70.26,보정 권장
940,1580,1.4852,0.5952,82.539,64.502,132.695,34.395,0.3795,0.0473,47.77,보정 권장
1100,1075,1.1819,1.0231,164.685,45.925,183.173,16.232,0.5405,0.055,43.19,재촬영 권장
2646,2548,6.7443,1.0385,119.074,59.635,633.672,43.193,0.5796,0.2008,93.39,제작 적합
1707,1776,3.0309,0.9613,98.159,71.003,73.583,31.934,0.4126,0.082,62.97,보정 권장
1368,1521,2.0813,0.8994,140.007,34.58,360.093,41.36,0.4947,0.1156,68.2,제작 적합
1027,1127,1.1574,0.9108,83.179,45.856,281.773,26.949,0.4913,0.0527,49.03,보정 권장
622,795,0.4946,0.7834,128.075,41.409,167.469,5.182,0.3674,0.0806,36.42,재촬영 권장
807,864,0.6974,0.9348,36.394,48.135,282.004,37.045,0.876,0.0755,31.5,재촬영 권장
1063,1221,1.2979,0.871,106.906,15.628,100.739,46.331,0.3781,0.044,40.05,재촬영 권장
1296,1267,1.6413,1.0232,99.006,41.383,317.459,12.118,0.7507,0.1141,47.88,재촬영 권장
1428,1930,2.756,0.7401,146.585,39.994,88.947,16.442,0.6392,0.0475,52.24,보정 권장
1867,1760,3.2862,1.0607,160.031,30.443,84.366,25.809,0.0996,0.0376,45.49,보정 권장
1592,1536,2.4443,1.0365,90.818,40.964,895.181,26.563,0.497,0.2474,77.3,제작 적합
1534,1590,2.4388,0.9652,189.356,16.99,140.15,6.228,0.6327,0.0681,38.32,재촬영 권장
851,949,0.8077,0.896,101.319,69.287,40.252,54.592,0.5951,0.0405,44.47,재촬영 권장
575,501,0.2876,1.1481,42.763,52.37,615.654,44.163,0.2961,0.2132,51.15,보정 권장
909,1377,1.2515,0.6596,29.812,77.925,131.623,21.39,0.4983,0.0,39.82,재촬영 권장
975,869,0.8474,1.122,186.558,28.874,11.593,4.655,0.2446,0.0051,18.64,재촬영 권장
1087,1023,1.1116,1.0626,121.499,23.661,247.501,35.084,0.2723,0.068,44.42,보정 권장
1295,1206,1.5621,1.0734,99.107,49.432,590.981,57.778,0.4115,0.1821,74.02,제작 적합
848,770,0.6531,1.1006,95.084,14.746,355.392,41.602,0.486,0.1112,46.93,보정 권장
791,931,0.7362,0.8492,81.311,48.428,1190.818,46.166,0.7328,0.3326,60.16,보정 권장
1309,1396,1.8273,0.9372,179.089,31.903,233.155,16.829,0.5155,0.0476,46.68,재촬영 권장
1613,1376,2.2196,1.1726,121.645,38.456,442.194,33.26,0.6378,0.124,69.93,보정 권장
1111,998,1.1082,1.1137,196.608,48.917,106.895,9.009,0.244,0.0575,27.29,재촬영 권장
1816,1725,3.1318,1.053,117.04,45.211,300.995,57.701,0.2516,0.0921,70.71,제작 적합
1060,1548,1.6415,0.6848,30.988,77.506,1008.901,37.975,0.3685,0.2621,67.75,보정 권장
956,836,0.7987,1.1439,158.777,55.63,406.901,2.0,0.7586,0.125,47.34,보정 권장
1667,1244,2.0747,1.3396,110.272,21.415,300.877,4.133,0.2197,0.126,46.53,보정 권장
3743,2908,10.8843,1.2871,115.517,61.817,45.357,36.713,0.1771,0.0,58.08,보정 권장
1075,1014,1.0895,1.0602,187.691,20.566,186.713,31.927,0.4398,0.0963,35.52,재촬영 권장
1967,2904,5.7126,0.6774,114.464,45.918,83.344,25.646,0.6605,0.0443,57.29,보정 권장
2958,2337,6.9112,1.2657,171.48,22.196,518.325,38.616,0.1686,0.1303,68.12,보정 권장
2725,2827,7.7021,0.9639,124.8,29.649,135.551,58.1,0.4088,0.0649,63.62,보정 권장
712,1340,0.9539,0.5309,94.921,67.739,358.915,35.119,0.216,0.1084,53.44,보정 권장
3631,3305,12.0,1.0989,145.293,34.461,107.421,4.741,0.7058,0.0689,50.91,보정 권장
1237,1796,2.2208,0.6886,100.973,32.908,1383.987,27.766,0.5737,0.3477,73.55,제작 적합
1073,1484,1.5916,0.7232,174.132,34.363,92.32,11.635,0.5007,0.0603,37.97,재촬영 권장
1178,1380,1.6255,0.8532,163.395,38.799,294.467,18.729,0.4445,0.0733,51.65,보정 권장
2174,1581,3.4369,1.3746,127.509,69.989,2000.0,34.538,0.4116,0.5,95.2,제작 적합
1382,1516,2.0942,0.9115,149.396,23.378,315.381,27.589,0.4768,0.1106,58.38,보정 권장
1351,1263,1.7056,1.0701,147.584,22.351,120.382,15.061,0.3395,0.0463,38.91,재촬영 권장
3135,2025,6.3495,1.548,113.975,54.644,449.363,29.58,0.2984,0.143,77.8,제작 적합
1247,837,1.0436,1.4896,160.806,15.964,627.67,18.521,0.2584,0.1628,53.23,보정 권장
873,896,0.7822,0.9745,115.908,37.82,563.911,37.351,0.4547,0.1801,64.81,보정 권장
1961,2083,4.0834,0.9414,149.648,64.442,45.553,26.534,0.3135,0.0192,58.92,보정 권장
1658,2272,3.7674,0.7296,86.986,44.335,315.92,35.393,0.6054,0.0827,67.6,보정 권장
2121,2524,5.3534,0.8406,129.081,35.772,39.605,26.171,0.085,0.0254,49.6,보정 권장
921,828,0.762,1.1122,141.644,31.67,1402.651,40.385,0.5518,0.3675,65.9,보정 권장
2417,2190,5.2931,1.104,93.462,27.99,277.924,28.0,0.5458,0.0706,62.66,보정 권장
1781,1733,3.0863,1.0279,108.427,33.775,173.36,29.721,0.6652,0.0771,58.72,보정 권장
3540,2760,9.7715,1.2824,103.758,46.694,473.778,21.982,0.4083,0.1338,76.43,보정 권장
732,888,0.6503,0.8244,154.226,66.381,402.123,31.877,0.1897,0.1305,52.98,보정 권장
1549,1571,2.4341,0.9861,96.327,61.433,91.2,5.057,0.2907,0.0108,48.17,재촬영 권장
1368,1139,1.5579,1.2006,142.669,34.188,1102.901,67.21,0.6504,0.2673,72.33,제작 적합
744,643,0.4782,1.1572,186.151,31.227,210.4,20.345,0.3989,0.0651,30.39,재촬영 권장
1172,897,1.051,1.307,139.445,56.588,54.816,31.254,0.3801,0.0117,43.56,재촬영 권장
2468,2235,5.5152,1.1043,60.724,11.929,904.523,23.227,0.3499,0.2413,68.14,보정 권장
1102,1190,1.3114,0.9256,130.241,36.397,1018.599,23.03,0.4409,0.2837,70.09,제작 적합
1069,976,1.0437,1.0948,166.864,38.412,795.872,35.487,0.4123,0.2391,64.0,보정 권장
1844,2369,4.3692,0.7783,113.797,24.427,425.073,22.701,0.1795,0.1535,64.94,보정 권장
1798,2709,4.8702,0.6637,169.629,26.47,118.229,23.854,0.3475,0.0631,50.19,보정 권장
2371,2050,4.861,1.1562,149.995,50.335,600.729,10.55,0.6284,0.1539,81.42,제작 적합
984,998,0.9826,0.9863,142.129,14.722,1363.6,16.908,0.7056,0.3698,56.29,보정 권장
1432,1326,1.8983,1.0802,114.844,27.862,538.978,13.467,0.4307,0.1421,65.57,보정 권장
1819,2780,5.0568,0.6541,104.816,32.577,1084.659,55.053,0.3616,0.2999,83.5,제작 적합
1006,1102,1.1082,0.9128,115.079,45.535,131.127,11.151,0.6895,0.0296,38.39,재촬영 권장
936,1088,1.0189,0.8607,127.858,19.691,647.161,14.797,0.421,0.2066,60.87,보정 권장
1843,2287,4.2146,0.8057,146.276,63.366,601.643,32.519,0.2458,0.1766,86.9,제작 적합
2155,3787,8.1601,0.5691,142.19,38.559,69.431,49.807,0.4299,0.0295,61.73,보정 권장
808,878,0.7091,0.9197,113.347,39.396,61.498,6.103,0.5736,0.0061,31.49,재촬영 권장
492,393,0.1931,1.2515,128.014,37.563,137.817,8.128,0.7249,0.058,29.98,재촬영 권장
772,702,0.5422,1.0999,140.925,32.022,281.275,31.553,0.3666,0.0777,43.97,보정 권장
832,967,0.8041,0.8605,60.438,26.545,391.669,34.523,0.5464,0.1208,43.66,재촬영 권장
1327,1332,1.7669,0.9963,94.719,64.356,214.078,9.981,0.394,0.0572,51.59,보정 권장
2051,1697,3.4813,1.2083,93.503,47.552,246.984,4.579,0.6516,0.0688,58.92,보정 권장
938,1870,1.7529,0.5015,117.319,41.977,236.735,16.333,0.497,0.0895,54.85,보정 권장
1016,1048,1.0649,0.9693,114.467,61.595,283.149,40.243,0.4977,0.1183,60.26,보정 권장
1622,1416,2.296,1.1455,115.188,31.262,440.691,29.173,0.2796,0.1028,64.89,보정 권장
999,842,0.8415,1.1859,90.608,55.067,407.472,40.205,0.3958,0.1159,56.53,보정 권장
1713,1119,1.9173,1.5299,152.44,44.266,249.442,28.271,0.395,0.0881,56.08,보정 권장
1221,919,1.1227,1.3281,136.657,28.06,330.028,29.302,0.02,0.0974,42.78,보정 권장
3602,3331,12.0,1.0813,59.846,57.334,175.211,38.354,0.6017,0.053,59.76,보정 권장
2121,1967,4.1714,1.0784,126.101,17.289,533.15,28.096,0.4499,0.1945,79.09,제작 적합
1072,880,0.9433,1.2174,80.526,55.375,167.101,33.054,0.4153,0.0429,42.55,재촬영 권장
844,966,0.8154,0.8739,193.681,28.104,1133.016,16.985,0.3884,0.3084,50.37,재촬영 권장
1155,1167,1.3482,0.99,107.373,51.048,256.565,21.345,0.4562,0.0723,52.74,보정 권장
756,602,0.4551,1.2543,109.856,68.281,334.773,36.3,0.4939,0.0997,57.14,보정 권장
1300,797,1.0363,1.6313,128.972,53.84,133.014,26.379,0.2228,0.0055,43.32,보정 권장
994,1035,1.0292,0.961,117.625,33.066,192.694,19.27,0.4735,0.0839,43.89,재촬영 권장
2092,2118,4.4312,0.988,123.3,43.227,303.7,38.937,0.4715,0.0897,75.38,제작 적합
1197,1139,1.3623,1.0509,187.536,37.201,266.674,37.38,0.4564,0.0653,47.71,보정 권장
1172,838,0.9818,1.3991,134.692,22.906,150.555,29.625,0.1913,0.0889,35.61,재촬영 권장
771,777,0.5985,0.9925,159.057,24.066,92.992,19.099,0.4271,0.0357,28.74,재촬영 권장
1001,693,0.6936,1.4439,170.754,44.452,271.804,42.276,0.2269,0.0737,41.87,보정 권장
1216,1549,1.8841,0.7853,86.686,53.191,300.881,64.674,0.5126,0.0763,62.88,보정 권장
1254,1314,1.6479,0.9546,193.246,12.368,428.264,18.208,0.682,0.1464,46.04,보정 권장
2298,2415,5.551,0.9517,153.213,42.353,798.693,8.135,0.604,0.2182,79.03,제작 적합
1176,966,1.1353,1.2173,163.976,52.598,198.432,18.795,0.392,0.0614,44.19,보정 권장
2596,1999,5.1883,1.2986,91.161,45.542,44.148,16.642,0.3567,0.0025,50.09,보정 권장
1315,1917,2.5208,0.6857,158.396,25.816,230.86,12.002,0.3524,0.0576,50.76,보정 권장
1259,1582,1.9917,0.7955,142.244,61.911,50.426,13.143,0.5126,0.0375,51.51,보정 권장
597,549,0.3281,1.0879,104.228,22.012,83.15,41.562,0.3349,0.0383,28.43,재촬영 권장
729,859,0.6263,0.8482,217.032,55.02,658.801,41.724,0.3577,0.1424,55.8,보정 권장
1632,2388,3.8979,0.6834,148.395,71.887,435.443,50.414,0.02,0.1094,77.04,제작 적합
3020,2330,7.037,1.2964,116.153,7.372,147.525,40.136,0.3025,0.0594,56.87,보정 권장
1651,1459,2.4084,1.1314,133.494,48.058,148.739,22.997,0.3142,0.1088,56.48,보정 권장
2120,1874,3.9726,1.1312,162.149,49.04,242.391,44.863,0.357,0.0635,67.94,보정 권장
1109,1249,1.3857,0.8879,170.955,47.482,54.641,21.115,0.6639,0.0,35.96,재촬영 권장
1361,1052,1.4318,1.2933,149.016,29.877,403.363,24.81,0.2138,0.1341,51.44,보정 권장
1018,1081,1.1013,0.9418,174.445,37.932,192.163,13.248,0.2186,0.0564,32.93,재촬영 권장
2515,1912,4.8085,1.3154,184.567,18.717,1361.657,46.838,0.5564,0.332,77.55,제작 적합
1472,1849,2.7228,0.7962,76.375,45.769,101.775,43.807,0.2794,0.0547,51.76,보정 권장
1144,1416,1.6199,0.8077,106.344,52.925,644.429,23.168,0.4226,0.1744,72.6,제작 적합
1252,1189,1.4882,1.0525,88.194,31.638,142.757,25.307,0.4816,0.0344,41.85,재촬영 권장
1664,1983,3.3003,0.839,129.67,27.026,654.55,30.145,0.4539,0.1554,85.31,제작 적합
1780,1503,2.675,1.184,183.514,35.026,109.393,32.46,0.3153,0.0429,47.56,재촬영 권장
1005,941,0.9458,1.0672,151.914,43.232,506.81,41.467,0.612,0.1464,62.71,보정 권장
2728,3435,9.3702,0.7939,83.964,44.446,177.203,30.569,0.7135,0.0267,56.43,보정 권장
1602,1573,2.5205,1.0184,114.049,41.524,125.57,35.244,0.2754,0.0691,54.41,보정 권장
1360,1485,2.019,0.9159,166.939,44.566,229.714,8.635,0.4035,0.05,49.63,보정 권장
3083,2452,7.5587,1.2573,104.54,20.176,402.565,25.41,0.6156,0.1466,66.74,제작 적합
2072,2427,5.0267,0.8537,121.932,3.0,377.546,4.528,0.4148,0.119,65.29,보정 권장
1287,1436,1.8478,0.896,137.978,54.235,1080.583,54.578,0.2759,0.2844,78.84,제작 적합
2094,1547,3.2399,1.3537,52.94,68.453,548.635,49.148,0.3759,0.1619,81.19,제작 적합
1156,661,0.7635,1.7501,156.984,18.281,24.796,39.634,0.5967,0.0123,31.31,재촬영 권장
1361,826,1.1234,1.6483,139.493,31.547,183.631,45.165,0.2769,0.0626,45.26,재촬영 권장
515,507,0.2615,1.0159,148.541,48.608,44.123,57.662,0.4955,0.0619,38.67,재촬영 권장
2517,2383,5.9983,1.0562,86.654,60.142,186.389,42.755,0.5179,0.0532,68.44,제작 적합
729,497,0.3622,1.4672,95.08,54.748,459.764,7.317,0.337,0.1493,47.04,재촬영 권장
1892,1952,3.6925,0.9694,101.927,65.863,79.348,26.71,0.55,0.0199,62.67,보정 권장
861,1099,0.947,0.7834,135.823,42.33,91.297,2.0,0.5677,0.0404,37.86,재촬영 권장
924,897,0.8287,1.0296,128.614,50.592,299.259,18.192,0.6256,0.1121,50.89,재촬영 권장
1371,1224,1.678,1.1195,130.913,50.542,203.105,12.175,0.6142,0.0447,52.89,보정 권장
1437,1768,2.5419,0.8128,197.469,35.646,1087.038,29.463,0.1903,0.2965,65.48,보정 권장
1516,2288,3.4696,0.6626,178.019,64.488,351.162,35.028,0.6076,0.0628,73.27,제작 적합
2623,3756,9.8514,0.6982,97.039,54.271,423.904,16.581,0.5529,0.101,74.35,제작 적합
1806,1529,2.7618,1.181,99.66,60.533,1262.524,25.604,0.622,0.3253,83.34,제작 적합
1912,2312,4.4204,0.8273,194.429,36.375,167.867,33.472,0.3024,0.0776,51.96,보정 권장
1061,1100,1.1671,0.9653,113.121,61.441,262.774,27.359,0.6092,0.098,54.56,보정 권장
2002,1899,3.8019,1.0546,180.954,24.657,108.086,27.051,0.5162,0.0267,51.31,보정 권장
1637,1402,2.2958,1.1674,189.745,50.193,331.689,2.0,0.2486,0.0983,51.08,보정 권장
1101,1197,1.3182,0.9197,104.106,3.0,665.764,23.367,0.6737,0.1881,59.27,보정 권장
1442,1273,1.8345,1.1328,115.021,25.435,898.137,40.626,0.3148,0.2112,70.63,제작 적합
1230,1537,1.8914,0.8005,129.113,56.229,254.834,33.145,0.2737,0.0902,60.72,보정 권장
1473,1613,2.3754,0.9135,91.25,35.286,139.156,8.774,0.5206,0.0798,47.64,재촬영 권장
1491,1926,2.8703,0.7741,86.685,46.289,132.464,25.707,0.3456,0.076,54.21,보정 권장
1296,976,1.2651,1.327,109.752,14.627,75.387,33.245,0.5144,0.025,38.97,재촬영 권장
1010,1017,1.0268,0.9933,159.908,70.509,293.759,15.882,0.4083,0.0833,52.66,보정 권장
1805,2171,3.9191,0.8312,107.884,53.729,892.088,38.953,0.5007,0.2223,91.08,제작 적합
631,689,0.4344,0.9157,117.547,42.76,31.404,18.292,0.5938,0.0159,31.61,재촬영 권장
1042,1101,1.1466,0.9461,107.19,50.543,37.406,24.874,0.4455,0.0223,40.71,재촬영 권장
3104,2606,8.089,1.1914,71.207,48.993,927.571,27.978,0.6032,0.2635,79.0,제작 적합
343,511,0.1749,0.6711,185.175,68.156,62.17,60.669,0.5995,0.0352,35.59,재촬영 권장
909,1179,1.0719,0.7716,32.111,46.988,355.008,25.009,0.3051,0.0882,40.15,재촬영 권장
1838,2020,3.7139,0.9098,99.637,17.278,85.201,21.502,0.6009,0.0557,49.23,보정 권장
924,490,0.4529,1.8834,148.149,38.704,532.663,39.516,0.5595,0.1688,59.84,보정 권장
3904,3074,12.0,1.2699,69.966,65.823,533.035,22.898,0.475,0.139,80.2,제작 적합
435,447,0.1947,0.9725,149.99,53.237,307.339,32.198,0.6468,0.0899,46.45,재촬영 권장
2951,2470,7.2867,1.1948,175.893,35.796,554.34,2.0,0.7407,0.1545,68.04,보정 권장
3686,2204,8.1234,1.6726,91.41,53.953,276.481,33.661,0.5843,0.0542,68.77,보정 권장
2074,2199,4.5625,0.9432,134.14,45.257,438.652,29.217,0.1954,0.1304,74.43,제작 적합
1223,1340,1.6384,0.9125,81.374,53.94,1361.138,11.425,0.5294,0.3717,67.47,보정 권장
1932,1427,2.7583,1.3539,146.069,15.265,709.47,48.48,0.4288,0.2343,81.38,제작 적합
1005,888,0.8919,1.1315,129.32,27.394,146.478,26.146,0.4049,0.0585,40.69,보정 권장
2214,1872,4.1435,1.1827,134.404,54.938,128.626,26.742,0.5121,0.0445,67.42,보정 권장
802,910,0.73,0.8807,180.428,39.282,213.673,11.089,0.3949,0.0685,33.68,재촬영 권장
1590,983,1.5631,1.6178,144.626,49.397,215.594,6.728,0.7368,0.0841,46.06,재촬영 권장
2742,1788,4.9026,1.5333,179.617,77.692,282.531,21.525,0.5001,0.1046,70.49,보정 권장
919,798,0.7336,1.152,151.143,37.718,153.984,8.162,0.4554,0.0393,36.0,재촬영 권장
1308,1102,1.441,1.1866,77.791,47.458,476.518,36.342,0.589,0.141,61.16,보정 권장
1182,1962,2.3187,0.6024,136.232,33.398,274.372,41.641,0.592,0.0997,64.36,보정 권장
837,714,0.5978,1.1728,145.355,32.205,367.17,20.587,0.6587,0.0697,45.19,재촬영 권장
2331,2447,5.7035,0.9526,67.951,41.89,267.058,6.946,0.563,0.1122,56.45,보정 권장
1740,1562,2.7179,1.1146,179.115,17.637,461.388,23.954,0.4462,0.1291,64.3,보정 권장
779,657,0.5113,1.186,128.496,6.171,90.589,14.623,0.4762,0.0581,31.63,재촬영 권장
1327,1445,1.9172,0.9182,140.497,67.232,1100.092,31.8,0.0758,0.2922,74.53,제작 적합
808,1232,0.9954,0.6553,89.913,41.384,362.912,31.979,0.1964,0.1039,45.72,보정 권장
1101,1005,1.1067,1.0963,128.677,62.979,398.323,23.493,0.6339,0.1161,62.43,보정 권장
1334,1606,2.143,0.8308,137.767,45.357,460.855,30.484,0.3955,0.139,72.13,제작 적합
986,1071,1.0559,0.9208,112.722,45.828,703.904,44.023,0.7689,0.2114,66.65,보정 권장
2024,2354,4.7646,0.8597,128.998,55.005,516.146,53.302,0.767,0.1418,85.56,제작 적합
987,1075,1.0607,0.9182,40.987,55.842,329.649,22.145,0.2343,0.0781,38.73,재촬영 권장
1648,2936,4.8389,0.5614,180.248,22.04,226.322,39.558,0.5068,0.0607,59.75,보정 권장
1614,1191,1.9228,1.3556,81.199,64.46,60.756,26.117,0.9565,0.0138,38.07,재촬영 권장
2145,2014,4.3204,1.0654,38.474,26.135,323.308,14.641,0.3154,0.1141,49.39,보정 권장
1274,965,1.2287,1.3203,87.346,46.787,201.41,47.384,0.5216,0.0493,50.11,보정 권장
1443,880,1.2692,1.6404,92.363,88.166,201.263,34.934,0.4126,0.0988,53.13,보정 권장
844,840,0.7089,1.0057,147.504,44.625,2000.0,31.404,0.4107,0.5,64.7,보정 권장
1464,2298,3.3647,0.6372,89.201,72.535,50.145,34.398,0.4042,0.0289,60.62,보정 권장
1929,2412,4.6514,0.7997,137.12,37.104,280.863,27.156,0.4498,0.1145,69.61,제작 적합
2979,4028,12.0,0.7395,87.365,54.017,795.065,14.691,0.5859,0.2096,80.44,제작 적합
2374,2691,6.3893,0.8821,214.024,44.119,634.409,54.284,0.3126,0.1709,75.29,제작 적합
1598,1567,2.5042,1.0201,147.551,50.565,815.57,42.021,0.541,0.2377,86.19,제작 적합
1001,1652,1.6541,0.6062,203.983,28.185,85.498,33.112,0.3297,0.0544,32.32,재촬영 권장
1758,1614,2.8377,1.0894,85.149,27.076,112.704,42.94,0.5444,0.0264,54.4,보정 권장
1156,1687,1.9507,0.6855,152.274,49.122,467.1,47.422,0.5082,0.1841,74.6,제작 적합
2836,2633,7.4654,1.0772,87.472,15.743,205.138,26.627,0.3173,0.0809,52.45,보정 권장
2133,2192,4.6772,0.973,148.853,28.383,1249.237,37.642,0.4775,0.3054,84.74,제작 적합
933,1009,0.9418,0.9246,152.828,54.508,329.099,24.882,0.3247,0.097,51.07,재촬영 권장
1028,1047,1.0771,0.9819,61.92,32.408,319.8,38.445,0.3054,0.1167,41.47,보정 권장
2446,2799,6.8462,0.8738,80.227,27.605,398.791,25.862,0.657,0.1223,63.38,보정 권장
1505,1754,2.6391,0.858,79.026,23.749,210.146,63.497,0.1353,0.0879,48.46,보정 권장
1032,1572,1.6235,0.6566,65.523,45.814,298.856,24.421,0.5505,0.1403,49.71,보정 권장
2403,2421,5.8174,0.9926,96.417,36.83,146.371,36.64,0.5764,0.0735,59.71,보정 권장
1496,943,1.411,1.5863,87.237,45.862,259.889,35.904,0.3496,0.1234,49.48,보정 권장
1597,973,1.5548,1.6407,67.827,39.924,174.029,24.733,0.6431,0.0754,39.54,재촬영 권장
1356,974,1.3206,1.3916,129.533,75.761,338.662,42.526,0.6117,0.0897,67.85,보정 권장
639,536,0.3422,1.193,147.433,35.56,75.201,28.25,0.227,0.0674,27.33,재촬영 권장
1917,2271,4.3535,0.8444,73.01,8.826,70.306,23.652,0.5447,0.022,45.85,재촬영 권장
983,685,0.6737,1.4343,103.305,45.276,407.106,29.439,0.5346,0.1393,54.06,보정 권장
1087,1103,1.1988,0.9861,125.89,43.273,330.226,18.907,0.3243,0.1141,52.63,보정 권장
1003,1021,1.0239,0.9829,116.288,45.979,113.18,46.169,0.5536,0.0298,47.58,보정 권장
1891,2034,3.8476,0.9298,97.521,15.033,219.757,38.169,0.584,0.0593,59.74,보정 권장
1387,1356,1.8803,1.0233,157.948,63.118,104.912,43.165,0.3273,0.0412,53.58,보정 권장
1349,1504,2.0279,0.8969,159.404,42.684,1690.919,10.506,0.105,0.4493,62.6,보정 권장
657,671,0.4412,0.9793,152.703,42.482,66.099,33.208,0.5232,0.0618,35.63,재촬영 권장
1187,1557,1.8486,0.7625,117.171,15.446,1260.426,18.655,0.3235,0.3352,65.27,보정 권장
695,763,0.5296,0.9108,204.952,51.545,128.672,30.627,0.1529,0.0889,24.77,재촬영 권장
2160,1221,2.637,1.7685,195.108,42.087,394.313,47.252,0.386,0.1348,65.88,보정 권장
1654,1683,2.7821,0.9828,109.401,66.948,213.199,33.014,0.0371,0.0592,60.42,보정 권장
1362,1446,1.9689,0.9421,120.663,35.943,191.736,26.959,0.394,0.0544,53.49,보정 권장
3702,3241,12.0,1.1424,172.997,21.559,627.158,45.097,0.7152,0.1773,76.04,제작 적합
1959,1641,3.2159,1.1937,93.476,45.491,562.956,43.569,0.02,0.1492,74.32,제작 적합
1609,2125,3.4191,0.757,141.389,27.215,208.313,55.293,0.5331,0.0692,67.1,보정 권장
1469,1547,2.2733,0.9495,127.286,50.522,119.299,3.37,0.2917,0.0643,50.67,보정 권장
1454,1156,1.6815,1.2581,97.301,24.249,1745.74,34.002,0.3811,0.4606,66.13,보정 권장
2259,2112,4.7706,1.0698,116.161,40.975,956.6,23.589,0.2937,0.2777,81.15,제작 적합
2357,2286,5.3895,1.031,62.551,39.263,307.141,17.177,0.5643,0.082,58.91,보정 권장
956,648,0.6201,1.4748,103.687,42.638,207.079,31.032,0.4512,0.0536,42.82,보정 권장
2088,2474,5.1665,0.8441,45.587,34.225,352.244,13.145,0.3165,0.0792,53.44,보정 권장
1801,1764,3.1759,1.0209,216.597,29.029,291.395,2.0,0.2243,0.0563,45.41,재촬영 권장
2042,2325,4.7483,0.8781,185.614,42.196,794.215,16.786,0.3784,0.2087,75.04,보정 권장
2101,1448,3.0426,1.4515,174.521,33.084,113.558,25.763,0.6545,0.0489,51.09,보정 권장
633,1031,0.6527,0.6139,137.446,45.911,275.871,55.55,0.2408,0.0841,48.52,보정 권장
767,907,0.6959,0.8457,165.296,38.475,133.72,19.321,0.5259,0.0528,35.31,재촬영 권장
3009,3434,10.3323,0.8761,176.23,3.918,877.752,13.06,0.5123,0.2795,73.09,보정 권장
1721,1458,2.5101,1.1804,165.968,42.154,1372.135,2.0,0.1033,0.3405,65.27,보정 권장
806,693,0.5586,1.1637,162.052,67.54,249.47,24.498,0.6462,0.0762,45.68,재촬영 권장
1969,1389,2.7359,1.4174,88.818,48.542,440.258,26.06,0.4461,0.1196,72.02,제작 적합
987,1463,1.4437,0.6747,142.437,53.71,960.404,31.496,0.8437,0.2412,68.44,보정 권장
678,562,0.3806,1.2064,103.897,51.203,206.958,9.177,0.7574,0.0981,32.95,재촬영 권장
486,523,0.2546,0.9293,78.044,35.037,116.976,18.751,0.4094,0.0479,25.51,재촬영 권장
633,747,0.4727,0.8467,79.598,19.935,691.113,2.0,0.426,0.2172,46.42,보정 권장
1710,1494,2.5543,1.1444,142.352,57.379,427.577,31.775,0.2769,0.1037,73.79,제작 적합
1234,1553,1.9153,0.7945,167.351,61.654,224.946,7.452,0.2124,0.1131,47.73,보정 권장
975,1639,1.5982,0.595,70.506,53.13,1009.505,2.0,0.5926,0.3171,62.83,보정 권장
1535,1684,2.584,0.9116,195.027,50.646,335.401,45.665,0.409,0.0858,65.01,보정 권장
1537,2235,3.4355,0.6877,183.965,50.129,54.635,36.495,0.3825,0.0329,53.81,보정 권장
506,595,0.3015,0.8502,109.962,42.754,370.434,34.341,0.4231,0.1094,49.3,보정 권장
1294,1179,1.5252,1.0973,106.65,48.02,257.155,34.33,0.5725,0.0949,55.68,보정 권장
1013,937,0.9494,1.0811,122.24,43.451,1473.859,14.929,0.6184,0.3619,64.0,보정 권장
990,666,0.6592,1.4869,164.402,48.926,267.294,44.454,0.4533,0.0956,49.36,보정 권장
1078,1133,1.2222,0.9513,109.817,26.777,225.356,14.75,0.4191,0.0903,42.25,재촬영 권장
1105,1621,1.7906,0.6816,80.873,32.279,402.054,56.187,0.4713,0.108,60.79,보정 권장
1141,1379,1.5737,0.8278,138.854,53.145,338.331,32.589,0.8168,0.0588,57.66,보정 권장
655,824,0.5401,0.7947,42.49,37.35,76.435,3.606,0.0885,0.025,10.27,재촬영 권장
977,1325,1.2947,0.7375,130.716,3.0,302.284,41.592,0.2498,0.0872,50.19,보정 권장
3658,3281,12.0,1.115,171.432,45.421,202.12,57.052,0.5367,0.0853,66.06,보정 권장
812,954,0.7742,0.851,137.281,3.501,960.977,25.866,0.4792,0.2474,61.54,보정 권장
517,848,0.4381,0.61,156.261,76.481,2000.0,44.36,0.6695,0.4965,67.7,보정 권장
1746,1467,2.5622,1.1903,144.787,55.761,99.312,26.464,0.6841,0.0567,56.15,보정 권장
